epoch,loss,accuracy,val_loss,val_accuracy
1,1.6989763975143433,0.3907249867916107,1.3264659643173218,0.539900004863739
2,1.3854961395263672,0.515625,1.1727194786071777,0.6051999926567078
3,1.2725828886032104,0.5633749961853027,1.080863118171692,0.6362000107765198
4,1.1950678825378418,0.5944499969482422,1.0385898351669312,0.6535999774932861
5,1.150088906288147,0.6166999936103821,1.0236009359359741,0.6660000085830688
6,1.1100414991378784,0.6359249949455261,1.0131622552871704,0.671500027179718
7,1.080631971359253,0.6434999704360962,0.9907429814338684,0.6847000122070312
8,1.0507112741470337,0.6604499816894531,1.0104150772094727,0.6800000071525574
9,1.0224604606628418,0.6706749796867371,0.9852839112281799,0.6890000104904175
10,1.0036494731903076,0.6792500019073486,0.9881015419960022,0.6904000043869019
11,0.9742667078971863,0.6900500059127808,1.0067709684371948,0.6895999908447266
12,0.9569299817085266,0.697700023651123,1.0046546459197998,0.6904000043869019
13,0.9333816170692444,0.7059749960899353,0.9890426993370056,0.6927000284194946
14,0.9150196313858032,0.7156749963760376,0.9975348711013794,0.6984000205993652
