epoch,loss,accuracy,val_loss,val_accuracy
1,1.8685972690582275,0.321274995803833,1.528708577156067,0.4569999873638153
2,1.657393217086792,0.4083249866962433,1.3685497045516968,0.5241000056266785
3,1.5842883586883545,0.44132500886917114,1.3726989030838013,0.5271000266075134
4,1.5458505153656006,0.4589749872684479,1.3269027471542358,0.5386000275611877
5,1.5087850093841553,0.47587499022483826,1.3152031898498535,0.5522000193595886
6,1.4915218353271484,0.48840001225471497,1.3102062940597534,0.5598000288009644
7,1.4795366525650024,0.49105000495910645,1.2329148054122925,0.588100016117096
8,1.460255742073059,0.4999000132083893,1.2087517976760864,0.5949000120162964
9,1.4483251571655273,0.5065500140190125,1.2925206422805786,0.5716999769210815
10,1.4395160675048828,0.511650025844574,1.2320060729980469,0.5925999879837036
11,1.4253840446472168,0.5192750096321106,1.2486116886138916,0.5806000232696533
12,1.3661656379699707,0.5448750257492065,1.2296772003173828,0.5958999991416931
13,1.3479528427124023,0.5461750030517578,1.2235596179962158,0.5975000262260437
