epoch,loss,accuracy,val_loss,val_accuracy
1,2.1420247554779053,0.18815000355243683,1.9921517372131348,0.2881999909877777
2,2.0688416957855225,0.2121250033378601,1.9594509601593018,0.29339998960494995
3,2.0446650981903076,0.22167499363422394,1.9484021663665771,0.30399999022483826
4,2.0357580184936523,0.22827500104904175,1.9350355863571167,0.2994000017642975
5,2.0375449657440186,0.22664999961853027,1.901521921157837,0.31940001249313354
6,2.0332798957824707,0.22894999384880066,1.8979769945144653,0.31040000915527344
7,2.0221328735351562,0.23362499475479126,1.8953524827957153,0.3118000030517578
8,2.027446985244751,0.23170000314712524,1.9115301370620728,0.31200000643730164
9,2.0215539932250977,0.2342499941587448,1.9033552408218384,0.29829999804496765
10,2.0197198390960693,0.23732499778270721,1.8907158374786377,0.32280001044273376
